Date,Open,High,Low,Close,Adj Close,Volume
2019-12-31,543.799988,543.799988,538.000000,538.900024,538.900024,12491978
2020-01-01,539.900024,542.500000,535.700012,536.750000,536.750000,7642793
2020-01-02,536.000000,541.900024,535.849976,540.599976,540.599976,10264223
2020-01-03,538.000000,540.799988,536.250000,538.849976,538.849976,9594690
2020-01-06,537.250000,537.250000,523.799988,525.700012,525.700012,12534334
2020-01-07,531.299988,535.599976,521.650024,522.900024,522.900024,16101835
2020-01-08,516.000000,527.349976,515.000000,525.950012,525.950012,16094310
2020-01-09,530.700012,547.400024,530.299988,546.299988,546.299988,18934019
2020-01-10,544.900024,546.500000,538.500000,540.250000,540.250000,12335407
2020-01-13,539.400024,546.049988,538.000000,538.599976,538.599976,7901800
2020-01-14,536.200012,538.950012,534.150024,537.599976,537.599976,13939440
2020-01-15,535.099976,536.950012,530.650024,535.599976,535.599976,12353176
2020-01-16,533.900024,540.000000,533.200012,537.150024,537.150024,11249232
2020-01-17,534.500000,538.000000,530.599976,532.049988,532.049988,18312609
2020-01-20,533.000000,544.000000,531.000000,534.849976,534.849976,19159996
2020-01-21,532.950012,540.250000,530.200012,531.049988,531.049988,13477994
2020-01-22,531.500000,534.950012,520.750000,522.849976,522.849976,17527408
2020-01-23,521.400024,530.250000,517.049988,527.700012,527.700012,17061293
2020-01-24,529.250000,537.400024,527.000000,533.849976,533.849976,17851868
2020-01-27,538.500000,545.000000,531.500000,537.250000,537.250000,38149166
2020-01-28,538.099976,540.599976,524.450012,528.200012,528.200012,24009224
2020-01-29,531.549988,534.799988,525.299988,526.599976,526.599976,16400827
2020-01-30,527.650024,533.950012,524.150024,532.200012,532.200012,14319317
2020-01-31,530.000000,532.750000,522.400024,525.650024,525.650024,16292578
2020-02-03,504.000000,519.150024,502.000000,515.549988,515.549988,22531888
2020-02-04,520.000000,534.650024,516.650024,530.799988,530.799988,17781475
2020-02-05,529.049988,540.400024,525.700012,539.099976,539.099976,18782476
2020-02-06,540.349976,547.000000,536.250000,541.599976,541.599976,15296851
2020-02-07,540.950012,541.750000,535.150024,536.450012,536.450012,8297149
2020-02-10,538.650024,542.250000,530.500000,533.950012,533.950012,12536053
2020-02-11,537.700012,544.799988,537.500000,539.750000,539.750000,11243552
2020-02-12,545.799988,550.700012,542.700012,549.299988,549.299988,14026335
2020-02-13,549.000000,549.000000,538.000000,541.000000,541.000000,9227235
2020-02-14,541.250000,548.650024,536.549988,545.799988,545.799988,14458649
2020-02-17,543.000000,545.349976,537.750000,541.599976,541.599976,7793293
2020-02-18,541.000000,544.400024,536.000000,541.200012,541.200012,15918303
2020-02-19,543.500000,546.500000,540.500000,544.799988,544.799988,8704234
2020-02-20,545.500000,549.349976,541.799988,547.000000,547.000000,13588526
2020-02-24,539.500000,541.849976,527.549988,529.849976,529.849976,16940750
2020-02-25,532.450012,538.799988,525.299988,530.950012,530.950012,14942960
2020-02-26,526.849976,529.349976,522.200012,523.700012,523.700012,15743918
2020-02-27,522.799988,523.299988,512.650024,515.349976,515.349976,26315054
2020-02-28,501.600006,506.850006,492.200012,497.250000,497.250000,32737933
2020-03-02,508.250000,520.549988,498.450012,506.100006,506.100006,28642076
2020-03-03,509.850006,519.500000,508.500000,514.750000,514.750000,19661945
2020-03-04,517.500000,517.500000,497.049988,508.350006,508.350006,21883404
2020-03-05,509.750000,511.149994,500.000000,504.500000,504.500000,16671516
2020-03-06,485.000000,496.799988,477.299988,486.350006,486.350006,31024353
2020-03-09,475.000000,475.000000,442.950012,457.750000,457.750000,42027175
2020-03-11,450.000000,471.750000,449.600006,465.649994,465.649994,31018779
2020-03-12,438.000000,445.950012,416.000000,425.649994,425.649994,50757033
2020-03-13,401.000000,464.750000,395.200012,447.200012,447.200012,67104335
2020-03-16,424.200012,424.200012,397.450012,402.899994,402.899994,34833637
2020-03-17,407.000000,408.450012,364.000000,367.250000,367.250000,47232699
2020-03-18,369.100006,375.500000,342.299988,355.049988,355.049988,61202289
2020-03-19,336.100006,369.600006,323.000000,338.549988,338.549988,57985870
2020-03-20,328.000000,359.799988,323.000000,345.700012,345.700012,88640642
2020-03-23,311.149994,313.700012,280.000000,284.000000,284.000000,56867949
2020-03-24,295.299988,305.000000,268.299988,296.500000,296.500000,67895418
2020-03-25,284.000000,334.149994,281.600006,316.899994,316.899994,66544138
2020-03-26,322.000000,364.399994,314.250000,330.250000,330.250000,76173940
2020-03-27,355.799988,359.549988,326.000000,339.850006,339.850006,72889985
2020-03-30,330.100006,333.899994,311.100006,313.399994,313.399994,36559880
2020-03-31,324.700012,334.850006,316.000000,323.750000,323.750000,46279768
2020-04-01,319.000000,323.750000,308.100006,311.149994,311.149994,33141186
2020-04-03,309.500000,309.500000,281.500000,286.649994,286.649994,57326314
2020-04-07,308.299988,329.600006,296.850006,326.100006,326.100006,57661076
2020-04-08,322.850006,352.750000,315.100006,318.950012,318.950012,73931321
2020-04-09,332.399994,345.000000,322.649994,342.700012,342.700012,52431174
2020-04-13,341.049988,345.799988,329.250000,330.649994,330.649994,30994190
2020-04-15,342.700012,351.899994,325.000000,327.350006,327.350006,49132329
2020-04-16,325.299988,347.799988,319.350006,342.000000,342.000000,56494027
2020-04-17,362.000000,385.500000,349.049988,375.549988,375.549988,69006835
2020-04-20,376.000000,378.899994,357.000000,361.299988,361.299988,55810736
2020-04-21,341.000000,346.200012,328.000000,331.850006,331.850006,50118175
2020-04-22,326.000000,338.000000,323.049988,335.950012,335.950012,49115085
2020-04-23,340.250000,354.799988,338.000000,352.950012,352.950012,45953398
2020-04-24,337.899994,343.250000,331.500000,334.850006,334.850006,38513206
2020-04-27,339.299988,352.899994,338.000000,347.899994,347.899994,38980019
2020-04-28,353.750000,362.850006,350.250000,359.850006,359.850006,32933194
2020-04-29,353.000000,376.500000,351.649994,370.450012,370.450012,39341745
2020-04-30,382.000000,392.950012,374.149994,380.149994,380.149994,45734705
2020-05-04,359.000000,359.000000,336.000000,338.049988,338.049988,38837299
2020-05-05,348.000000,348.000000,329.549988,330.850006,330.850006,45069968
2020-05-06,331.500000,345.549988,325.250000,341.399994,341.399994,49952812
2020-05-07,337.000000,342.899994,333.700012,336.750000,336.750000,27656346
2020-05-08,344.000000,352.500000,333.700012,337.700012,337.700012,42968091
2020-05-11,341.000000,343.549988,318.200012,320.149994,320.149994,83665601
2020-05-12,318.299988,324.399994,308.000000,321.200012,321.200012,69072308
2020-05-13,343.500000,348.399994,332.299988,338.049988,338.049988,72816461
2020-05-14,330.000000,334.500000,325.649994,327.399994,327.399994,33999095
2020-05-15,329.299988,330.549988,318.799988,322.700012,322.700012,31828868
2020-05-18,320.000000,320.500000,293.250000,298.500000,298.500000,74034133
2020-05-19,307.049988,311.500000,297.100006,300.299988,300.299988,61827491
2020-05-20,299.000000,308.250000,297.500000,305.649994,305.649994,42238419
2020-05-21,306.000000,312.799988,302.000000,304.399994,304.399994,43075357
2020-05-22,301.000000,307.700012,285.549988,291.049988,291.049988,80328783
